ID,Date,Element,Data_Value
MX000014066,2015-12-29,TMIN,69
MX000014066,2008-07-08,TMAX,250
MX000014066,2015-10-01,TMIN,123
MX000014066,2014-07-14,TMIN,139
MX000014066,2012-02-09,TMAX,260
MX000014066,2005-05-30,TMAX,338
MX000014066,2010-06-29,TMAX,325
MX000014066,2009-11-12,TMIN,78
MX000014066,2011-12-24,TMIN,71
MX000014066,2011-07-15,TMAX,268
MX000014066,2011-12-24,TMAX,270
MX000014066,2006-05-10,TMAX,332
MX000014066,2012-07-08,TMIN,160
MX000014066,2012-07-08,TMAX,290
MX000014066,2015-07-17,TMAX,298
MX000014066,2015-06-25,TMAX,274
MX000014066,2011-11-05,TMAX,284
MX000014066,2011-12-20,TMIN,70
MX000014066,2014-08-07,TMIN,150
MX000014066,2009-08-18,TMAX,312
MX000014066,2010-01-11,TMIN,58
MX000014066,2011-03-14,TMIN,88
MX000014066,2011-05-17,TMIN,115
MX000014066,2010-01-11,TMAX,232
MX000014066,2011-11-05,TMIN,92
MX000014066,2015-06-25,TMIN,160
MX000014066,2012-07-16,TMIN,162
MX000014066,2011-03-14,TMAX,294
MX000014066,2008-01-18,TMIN,40
MX000014066,2012-06-17,TMIN,160
MX000014066,2014-08-07,TMAX,290
MX000014066,2015-09-14,TMAX,285
MX000014066,2015-05-28,TMIN,152
MX000014066,2014-04-07,TMIN,106
MX000014066,2009-10-09,TMIN,173
MX000014066,2008-02-02,TMIN,75
MX000014066,2008-02-02,TMAX,270
MX000014066,2012-07-16,TMAX,256
MX000014066,2012-04-12,TMAX,322
MX000014066,2013-08-12,TMAX,254
MX000014066,2009-08-18,TMIN,160
MX000014066,2015-10-08,TMIN,156
MX000014066,2010-06-29,TMIN,205
MX000014066,2009-04-06,TMAX,332
MX000014066,2009-06-26,TMAX,300
MX000014066,2012-09-23,TMIN,140
MX000014066,2006-05-10,TMIN,135
MX000014066,2009-03-10,TMAX,312
MX000014066,2009-03-10,TMIN,87
MX000014066,2010-06-01,TMAX,360
MX000014066,2005-10-06,TMAX,294
MX000014066,2012-11-10,TMAX,283
MX000014066,2015-12-31,TMAX,260
MX000014066,2015-02-17,TMIN,92
MX000014066,2012-11-10,TMIN,95
MX000014066,2007-09-28,TMAX,295
MX000014066,2009-10-09,TMAX,258
MX000014066,2015-08-15,TMIN,159
MX000014066,2015-08-15,TMAX,294
MX000014066,2013-08-01,TMAX,302
MX000014066,2015-10-08,TMAX,304
MX000014066,2011-07-15,TMIN,155
MX000014066,2015-07-17,TMIN,143
MX000014066,2014-03-21,TMAX,335
MX000014066,2014-03-21,TMIN,110
MX000014066,2009-03-25,TMIN,89
MX000014066,2013-08-12,TMIN,154
MX000014066,2007-04-16,TMIN,95
MX000014066,2011-09-22,TMAX,303
MX000014066,2011-09-22,TMIN,142
MX000014066,2007-09-28,TMIN,165
MX000014066,2007-04-16,TMAX,320
MX000014066,2011-12-05,TMIN,62
MX000014066,2013-03-09,TMAX,266
MX000014066,2008-07-31,TMIN,150
MX000014066,2011-03-12,TMAX,288
MX000014066,2011-03-12,TMIN,90
MX000014066,2008-07-29,TMIN,138
MX000014066,2011-06-25,TMAX,298
MX000014066,2005-06-26,TMAX,330
MX000014066,2005-06-26,TMIN,170
MX000014066,2009-03-20,TMIN,115
MX000014066,2008-07-26,TMAX,288
MX000014066,2014-11-18,TMAX,269
MX000014066,2014-06-03,TMIN,183
MX000014066,2014-06-03,TMAX,341
MX000014066,2009-09-05,TMIN,187
MX000014066,2012-09-28,TMAX,290
MX000014066,2012-05-12,TMIN,120
MX000014066,2008-07-29,TMAX,285
MX000014066,2009-02-05,TMAX,256
MX000014066,2010-03-10,TMIN,110
MX000014066,2011-08-04,TMIN,143
MX000014066,2012-05-12,TMAX,322
MX000014066,2012-10-27,TMAX,306
MX000014066,2012-09-28,TMIN,160
MX000014066,2008-07-26,TMIN,160
MX000014066,2014-04-23,TMIN,122
MX000014066,2006-08-28,TMAX,278
MX000014066,2008-11-06,TMAX,251
MX000014066,2012-10-27,TMIN,145
MX000014066,2008-11-06,TMIN,121
MX000014066,2011-04-23,TMAX,347
MX000014066,2014-06-26,TMIN,166
MX000014066,2014-06-26,TMAX,283
MX000014066,2014-10-21,TMIN,170
MX000014066,2013-03-04,TMIN,30
MX000014066,2011-07-27,TMIN,150
MX000014066,2012-08-17,TMIN,160
MX000014066,2014-11-18,TMIN,77
MX000014066,2011-06-25,TMIN,185
MX000014066,2012-03-30,TMAX,299
MX000014066,2015-05-18,TMIN,142
MX000014066,2015-05-18,TMAX,340
MX000014066,2007-02-16,TMAX,282
MX000014066,2009-06-02,TMAX,335
MX000014066,2007-02-16,TMIN,35
MX000014066,2009-06-02,TMIN,134
MX000014066,2013-10-28,TMIN,128
MX000014066,2013-10-28,TMAX,288
MX000014066,2015-07-02,TMAX,298
MX000014066,2013-01-27,TMIN,74
MX000014066,2008-11-25,TMAX,266
MX000014066,2008-11-25,TMIN,69
MX000014066,2007-09-18,TMIN,153
MX000014066,2015-03-25,TMAX,304
MX000014066,2011-11-06,TMAX,273
MX000014066,2011-06-16,TMAX,332
MX000014066,2011-03-26,TMIN,100
MX000014066,2013-03-04,TMAX,264
MX000014066,2011-06-17,TMAX,340
MX000014066,2011-06-17,TMIN,165
MX000014066,2015-03-25,TMIN,92
MX000014066,2014-11-24,TMAX,260
MX000014066,2013-08-11,TMIN,153
MX000014066,2013-08-11,TMAX,294
MX000014066,2013-07-05,TMIN,164
MX000014066,2008-03-11,TMIN,55
MX000014066,2005-09-03,TMIN,160
MX000014066,2013-09-11,TMIN,170
MX000014066,2010-06-04,TMAX,360
MX000014066,2009-03-20,TMAX,321
MX000014066,2011-04-25,TMAX,342
MX000014066,2012-08-17,TMAX,295
MX000014066,2013-07-05,TMAX,290
MX000014066,2013-02-28,TMIN,69
MX000014066,2013-02-28,TMAX,296
MX000014066,2013-01-27,TMAX,276
MX000014066,2011-03-26,TMAX,324
MX000014066,2011-02-12,TMIN,68
MX000014066,2011-02-12,TMAX,282
MX000014066,2010-03-10,TMAX,272
MX000014066,2012-06-06,TMAX,352
MX000014066,2012-08-23,TMAX,292
MX000014066,2013-02-16,TMIN,74
MX000014066,2011-06-29,TMAX,306
MX000014066,2012-06-06,TMIN,140
MX000014066,2013-02-16,TMAX,262
MX000014066,2009-10-01,TMAX,290
MX000014066,2006-02-22,TMAX,300
MX000014066,2015-09-20,TMIN,162
MX000014066,2014-10-30,TMAX,293
MX000014066,2011-11-04,TMIN,92
MX000014066,2015-11-25,TMIN,120
MX000014066,2012-05-18,TMAX,338
MX000014066,2009-09-05,TMAX,265
MX000014066,2011-06-29,TMIN,168
MX000014066,2011-07-01,TMAX,290
MX000014066,2012-10-05,TMIN,90
MX000014066,2009-10-01,TMIN,180
MX000014066,2011-11-06,TMIN,103
MX000014066,2011-03-11,TMAX,310
MX000014066,2014-09-28,TMAX,292
MX000014066,2007-03-21,TMAX,335
MX000014066,2014-09-28,TMIN,164
MX000014066,2014-10-30,TMIN,135
MX000014066,2006-08-28,TMIN,160
MX000014066,2014-04-23,TMAX,354
MX000014066,2015-11-25,TMAX,280
MX000014066,2008-08-04,TMAX,280
MX000014066,2014-11-21,TMAX,266
MX000014066,2011-07-27,TMAX,293
MX000014066,2015-07-02,TMIN,153
MX000014066,2013-02-06,TMIN,76
MX000014066,2011-12-26,TMIN,70
MX000014066,2013-10-22,TMIN,138
MX000014066,2013-10-22,TMAX,270
MX000014066,2014-05-10,TMIN,160
MX000014066,2009-02-05,TMIN,69
MX000014066,2012-03-30,TMIN,110
MX000014066,2011-08-04,TMAX,310
MX000014066,2014-05-10,TMAX,324
MX000014066,2014-11-21,TMIN,77
MX000014066,2008-11-05,TMIN,99
MX000014066,2011-12-29,TMAX,282
MX000014066,2014-01-15,TMIN,55
MX000014066,2014-01-15,TMAX,244
MX000014066,2009-09-07,TMIN,188
MX000014066,2014-10-21,TMAX,280
MX000014066,2013-10-03,TMIN,166
MX000014066,2011-12-26,TMAX,275
MX000014066,2006-12-01,TMAX,257
MX000014066,2007-01-29,TMIN,95
MX000014066,2009-09-07,TMAX,296
MX000014066,2006-02-22,TMIN,85
MX000014066,2006-12-01,TMIN,55
MX000014066,2008-08-04,TMIN,164
MX000014066,2007-03-07,TMAX,295
MX000014066,2007-03-07,TMIN,85
MX000014066,2011-12-29,TMIN,85
MX000014066,2011-03-11,TMIN,98
MX000014066,2013-07-13,TMAX,284
MX000014066,2014-11-24,TMIN,86
MX000014066,2009-11-27,TMIN,80
MX000014066,2014-04-14,TMAX,339
MX000014066,2009-11-27,TMAX,200
MX000014066,2015-05-06,TMAX,338
MX000014066,2015-09-02,TMIN,162
MX000014066,2007-09-07,TMAX,290
MX000014066,2014-07-30,TMIN,136
MX000014066,2012-09-14,TMAX,284
MX000014066,2007-09-07,TMIN,155
MX000014066,2014-03-01,TMAX,307
MX000014066,2014-05-13,TMAX,343
MX000014066,2014-01-29,TMIN,76
MX000014066,2014-02-19,TMAX,304
MX000014066,2012-06-07,TMIN,174
MX000014066,2006-11-03,TMIN,110
MX000014066,2012-06-07,TMAX,362
MX000014066,2014-03-01,TMIN,95
MX000014066,2011-04-27,TMAX,332
MX000014066,2008-10-08,TMAX,289
MX000014066,2008-10-08,TMIN,154
MX000014066,2012-04-23,TMIN,132
MX000014066,2012-04-23,TMAX,335
MX000014066,2014-07-30,TMAX,298
MX000014066,2015-09-06,TMIN,168
MX000014066,2010-06-07,TMAX,350
MX000014066,2010-12-09,TMAX,268
MX000014066,2010-12-09,TMIN,44
MX000014066,2014-01-29,TMAX,262
MX000014066,2006-10-25,TMAX,265
MX000014066,2012-09-17,TMAX,272
MX000014066,2014-01-23,TMAX,263
MX000014066,2012-09-17,TMIN,185
MX000014066,2011-08-13,TMIN,155
MX000014066,2008-09-30,TMIN,110
MX000014066,2015-07-27,TMIN,166
MX000014066,2012-09-14,TMIN,150
MX000014066,2014-08-06,TMAX,307
MX000014066,2007-05-22,TMAX,332
MX000014066,2012-12-01,TMAX,291
MX000014066,2005-10-02,TMAX,303
MX000014066,2007-05-22,TMIN,132
MX000014066,2012-05-09,TMAX,340
MX000014066,2014-03-12,TMIN,62
MX000014066,2005-04-12,TMAX,334
MX000014066,2007-02-19,TMIN,102
MX000014066,2014-03-12,TMAX,292
MX000014066,2015-09-02,TMAX,276
MX000014066,2014-12-08,TMIN,73
MX000014066,2011-08-13,TMAX,303
MX000014066,2015-07-07,TMAX,284
MX000014066,2015-05-15,TMAX,331
MX000014066,2012-12-01,TMIN,97
MX000014066,2014-05-13,TMIN,172
MX000014066,2008-09-11,TMAX,255
MX000014066,2015-05-15,TMIN,133
MX000014066,2006-11-03,TMAX,285
MX000014066,2007-03-20,TMIN,104
MX000014066,2007-03-20,TMAX,324
MX000014066,2014-12-08,TMAX,260
MX000014066,2015-02-27,TMIN,80
MX000014066,2014-02-19,TMIN,92
MX000014066,2014-04-14,TMIN,117
MX000014066,2014-01-23,TMIN,62
MX000014066,2008-09-30,TMAX,278
MX000014066,2012-05-09,TMIN,130
MX000014066,2013-07-13,TMIN,161
MX000014066,2011-11-07,TMAX,286
MX000014066,2012-05-18,TMIN,150
MX000014066,2015-08-16,TMIN,159
MX000014066,2014-08-06,TMIN,150
MX000014066,2014-11-26,TMAX,238
MX000014066,2014-11-26,TMIN,26
MX000014066,2011-05-17,TMAX,345
MX000014066,2009-08-06,TMIN,169
MX000014066,2007-09-18,TMAX,285
MX000014066,2011-10-08,TMIN,149
MX000014066,2012-06-11,TMAX,348
MX000014066,2011-04-21,TMAX,340
MX000014066,2015-07-18,TMIN,147
MX000014066,2011-10-08,TMAX,288
MX000014066,2015-07-18,TMAX,286
MX000014066,2011-04-21,TMIN,104
MX000014066,2008-02-08,TMAX,262
MX000014066,2012-10-08,TMIN,134
MX000014066,2014-09-05,TMIN,177
MX000014066,2012-07-03,TMAX,274
MX000014066,2012-07-03,TMIN,168
MX000014066,2012-02-21,TMAX,276
MX000014066,2008-03-11,TMAX,285
MX000014066,2014-09-05,TMAX,259
MX000014066,2005-09-03,TMAX,270
MX000014066,2014-05-21,TMAX,349
MX000014066,2007-07-04,TMIN,176
MX000014066,2011-04-25,TMIN,118
MX000014066,2014-05-21,TMIN,160
MX000014066,2014-10-26,TMAX,270
MX000014066,2014-10-26,TMIN,130
MX000014066,2015-07-07,TMIN,160
MX000014066,2015-02-11,TMIN,43
MX000014066,2008-04-22,TMAX,361
MX000014066,2015-08-16,TMAX,306
MX000014066,2013-03-10,TMAX,294
MX000014066,2006-10-25,TMIN,150
MX000014066,2007-10-19,TMIN,156
MX000014066,2015-02-11,TMAX,280
MX000014066,2011-11-04,TMAX,295
MX000014066,2012-02-21,TMIN,86
MX000014066,2007-10-19,TMAX,285
MX000014066,2010-12-06,TMAX,267
MX000014066,2012-09-26,TMAX,268
MX000014066,2010-12-06,TMIN,43
MX000014066,2011-04-27,TMIN,99
MX000014066,2015-05-06,TMIN,113
MX000014066,2012-09-26,TMIN,150
MX000014066,2007-02-19,TMAX,255
MX000014066,2013-04-30,TMIN,90
MX000014066,2008-02-08,TMIN,53
MX000014066,2008-09-12,TMAX,256
MX000014066,2011-05-12,TMAX,328
MX000014066,2008-09-12,TMIN,170
MX000014066,2013-09-11,TMAX,294
MX000014066,2007-07-04,TMAX,302
MX000014066,2013-09-12,TMAX,293
MX000014066,2005-09-09,TMAX,282
MX000014066,2015-09-06,TMAX,288
MX000014066,2005-04-06,TMAX,340
MX000014066,2009-08-06,TMAX,308
MX000014066,2005-04-06,TMIN,100
MX000014066,2005-09-09,TMIN,155
MX000014066,2011-05-12,TMIN,127
MX000014066,2012-10-08,TMAX,308
MX000014066,2013-03-10,TMIN,97
MX000014066,2013-09-12,TMIN,165
MX000014066,2007-03-21,TMIN,90
MX000014066,2015-06-20,TMIN,163
MX000014066,2013-01-25,TMIN,65
MX000014066,2012-09-06,TMIN,160
MX000014066,2012-09-06,TMAX,294
MX000014066,2013-01-22,TMIN,87
MX000014066,2010-10-21,TMAX,291
MX000014066,2010-10-21,TMIN,122
MX000014066,2013-10-17,TMAX,288
MX000014066,2012-04-15,TMIN,95
MX000014066,2013-10-17,TMIN,169
MX000014066,2013-03-23,TMIN,92
MX000014066,2013-03-23,TMAX,310
MX000014066,2007-03-10,TMAX,295
MX000014066,2012-10-20,TMAX,321
MX000014066,2010-01-08,TMIN,90
MX000014066,2009-10-27,TMIN,111
MX000014066,2011-12-30,TMAX,272
MX000014066,2013-01-22,TMAX,249
MX000014066,2012-10-23,TMAX,307
MX000014066,2011-01-29,TMAX,279
MX000014066,2012-01-19,TMIN,81
MX000014066,2012-01-19,TMAX,284
MX000014066,2014-03-14,TMAX,324
MX000014066,2005-12-14,TMAX,252
MX000014066,2015-06-23,TMAX,300
MX000014066,2005-12-14,TMIN,85
MX000014066,2015-08-29,TMIN,145
MX000014066,2012-12-02,TMIN,97
MX000014066,2007-08-21,TMAX,295
MX000014066,2007-08-21,TMIN,162
MX000014066,2014-05-07,TMAX,355
MX000014066,2012-11-20,TMIN,94
MX000014066,2014-05-07,TMIN,148
MX000014066,2012-11-20,TMAX,301
MX000014066,2006-01-26,TMAX,225
MX000014066,2015-12-03,TMAX,260
MX000014066,2011-09-09,TMAX,280
MX000014066,2009-12-02,TMIN,38
MX000014066,2009-12-02,TMAX,234
MX000014066,2013-10-03,TMAX,293
MX000014066,2011-03-31,TMAX,320
MX000014066,2008-02-26,TMAX,320
MX000014066,2013-07-10,TMAX,282
MX000014066,2009-02-11,TMIN,54
MX000014066,2011-05-27,TMIN,146
MX000014066,2011-06-11,TMIN,185
MX000014066,2014-03-03,TMAX,319
MX000014066,2013-04-30,TMAX,329
MX000014066,2014-03-03,TMIN,95
MX000014066,2005-08-27,TMAX,290
MX000014066,2014-03-30,TMIN,120
MX000014066,2005-04-11,TMAX,337
MX000014066,2013-07-10,TMIN,157
MX000014066,2005-08-27,TMIN,170
MX000014066,2014-05-26,TMAX,319
MX000014066,2013-07-29,TMIN,147
MX000014066,2010-01-08,TMAX,204
MX000014066,2011-06-11,TMAX,332
MX000014066,2014-05-26,TMIN,170
MX000014066,2014-05-04,TMAX,330
MX000014066,2014-05-04,TMIN,145
MX000014066,2014-04-19,TMIN,138
MX000014066,2012-10-23,TMIN,170
MX000014066,2014-04-19,TMAX,332
MX000014066,2011-12-30,TMIN,85
MX000014066,2012-04-15,TMAX,319
MX000014066,2005-04-11,TMIN,100
MX000014066,2011-05-27,TMAX,368
MX000014066,2015-06-23,TMIN,160
MX000014066,2012-10-20,TMIN,160
MX000014066,2009-08-28,TMIN,165
MX000014066,2012-07-12,TMIN,160
MX000014066,2011-08-19,TMAX,300
MX000014066,2013-10-25,TMIN,106
MX000014066,2015-08-17,TMAX,242
MX000014066,2015-07-19,TMAX,288
MX000014066,2015-07-06,TMAX,272
MX000014066,2013-05-28,TMIN,165
MX000014066,2015-07-19,TMIN,149
MX000014066,2015-07-06,TMIN,160
MX000014066,2010-12-24,TMIN,47
MX000014066,2010-03-06,TMAX,250
MX000014066,2015-08-14,TMAX,280
MX000014066,2015-08-14,TMIN,160
MX000014066,2009-08-28,TMAX,284
MX000014066,2012-09-02,TMAX,272
MX000014066,2010-12-03,TMIN,59
MX000014066,2013-07-19,TMIN,172
MX000014066,2013-07-19,TMAX,281
MX000014066,2015-05-09,TMIN,133
MX000014066,2015-05-09,TMAX,348
MX000014066,2010-12-24,TMAX,258
MX000014066,2015-08-01,TMAX,300
MX000014066,2011-09-16,TMAX,288
MX000014066,2012-08-05,TMIN,182
MX000014066,2008-03-14,TMIN,60
MX000014066,2011-08-29,TMAX,282
MX000014066,2012-09-02,TMIN,175
MX000014066,2014-09-04,TMAX,267
MX000014066,2014-09-23,TMIN,168
MX000014066,2010-12-03,TMAX,264
MX000014066,2012-08-28,TMAX,288
MX000014066,2006-04-07,TMAX,325
MX000014066,2007-03-10,TMIN,75
MX000014066,2011-01-29,TMIN,49
MX000014066,2014-03-30,TMAX,332
MX000014066,2014-03-14,TMIN,80
MX000014066,2012-08-28,TMIN,170
MX000014066,2010-06-02,TMIN,133
MX000014066,2008-11-05,TMAX,265
MX000014066,2010-06-02,TMAX,360
MX000014066,2013-04-04,TMIN,120
MX000014066,2011-07-12,TMIN,165
MX000014066,2010-08-20,TMAX,243
MX000014066,2013-04-04,TMAX,321
MX000014066,2012-01-13,TMAX,268
MX000014066,2012-01-13,TMIN,55
MX000014066,2015-08-01,TMIN,166
MX000014066,2012-08-05,TMAX,298
MX000014066,2014-10-15,TMIN,129
MX000014066,2011-07-12,TMAX,278
MX000014066,2008-09-11,TMIN,177
MX000014066,2012-12-02,TMAX,282
MX000014066,2015-04-18,TMIN,124
MX000014066,2010-05-28,TMIN,155
MX000014066,2005-08-25,TMIN,160
MX000014066,2008-02-26,TMIN,73
MX000014066,2005-08-25,TMAX,268
MX000014066,2010-05-28,TMAX,350
MX000014066,2010-03-06,TMIN,109
MX000014066,2012-07-12,TMAX,292
MX000014066,2011-08-19,TMIN,164
MX000014066,2015-08-29,TMAX,294
MX000014066,2006-04-07,TMIN,110
MX000014066,2013-10-25,TMAX,274
MX000014066,2009-09-24,TMAX,272
MX000014066,2011-09-08,TMAX,279
MX000014066,2009-09-24,TMIN,165
MX000014066,2015-06-13,TMAX,300
MX000014066,2015-04-13,TMAX,298
MX000014066,2015-04-13,TMIN,133
MX000014066,2012-10-05,TMAX,309
MX000014066,2013-07-15,TMAX,296
MX000014066,2013-07-15,TMIN,156
MX000014066,2013-10-02,TMAX,290
MX000014066,2014-06-01,TMAX,320
MX000014066,2014-06-01,TMIN,178
MX000014066,2009-11-03,TMAX,289
MX000014066,2014-06-28,TMIN,174
MX000014066,2006-05-17,TMAX,325
MX000014066,2011-05-31,TMIN,165
MX000014066,2014-11-07,TMAX,262
MX000014066,2006-05-17,TMIN,150
MX000014066,2014-09-02,TMAX,288
MX000014066,2013-01-31,TMIN,65
MX000014066,2009-06-10,TMAX,361
MX000014066,2006-01-25,TMIN,114
MX000014066,2009-11-03,TMIN,63
MX000014066,2013-07-29,TMAX,288
MX000014066,2014-07-17,TMAX,298
MX000014066,2014-07-17,TMIN,156
MX000014066,2012-06-11,TMIN,170
MX000014066,2014-06-28,TMAX,284
MX000014066,2014-09-02,TMIN,165
MX000014066,2013-10-02,TMIN,166
MX000014066,2014-11-07,TMIN,112
MX000014066,2012-01-24,TMIN,75
MX000014066,2012-06-09,TMAX,334
MX000014066,2011-05-31,TMAX,348
MX000014066,2012-01-24,TMAX,278
MX000014066,2012-05-21,TMIN,190
MX000014066,2012-06-09,TMIN,170
MX000014066,2006-11-24,TMAX,242
MX000014066,2012-01-21,TMIN,65
MX000014066,2006-11-24,TMIN,24
MX000014066,2013-01-28,TMIN,74
MX000014066,2012-01-21,TMAX,269
MX000014066,2008-05-06,TMAX,345
MX000014066,2015-06-20,TMAX,258
MX000014066,2008-05-06,TMIN,143
MX000014066,2011-07-01,TMIN,167
MX000014066,2007-01-29,TMAX,245
MX000014066,2012-10-10,TMAX,302
MX000014066,2013-01-28,TMAX,274
MX000014066,2013-02-06,TMAX,295
MX000014066,2010-08-27,TMIN,180
MX000014066,2009-11-10,TMAX,264
MX000014066,2010-08-27,TMAX,280
MX000014066,2011-12-03,TMAX,280
MX000014066,2009-11-10,TMIN,85
MX000014066,2011-12-03,TMIN,55
MX000014066,2008-09-03,TMIN,170
MX000014066,2013-01-31,TMAX,270
MX000014066,2008-09-03,TMAX,309
MX000014066,2012-10-10,TMIN,136
MX000014066,2008-06-27,TMIN,144
MX000014066,2005-05-29,TMIN,140
MX000014066,2015-09-25,TMIN,144
MX000014066,2008-06-27,TMAX,298
MX000014066,2015-09-25,TMAX,299
MX000014066,2009-06-10,TMIN,180
MX000014066,2013-01-25,TMAX,267
MX000014066,2011-04-23,TMIN,115
MX000014066,2005-05-29,TMAX,350
MX000014066,2009-06-18,TMIN,156
MX000014066,2009-06-18,TMAX,300
MX000014066,2014-05-06,TMAX,347
MX000014066,2008-06-26,TMAX,320
MX000014066,2011-09-26,TMIN,170
MX000014066,2005-06-05,TMIN,135
MX000014066,2014-08-20,TMIN,160
MX000014066,2008-06-26,TMIN,158
MX000014066,2008-02-15,TMAX,280
MX000014066,2014-04-18,TMAX,308
MX000014066,2014-04-24,TMIN,122
MX000014066,2014-08-20,TMAX,280
MX000014066,2014-05-14,TMIN,155
MX000014066,2005-07-03,TMAX,320
MX000014066,2014-04-24,TMAX,339
MX000014066,2015-04-18,TMAX,320
MX000014066,2009-11-24,TMIN,67
MX000014066,2012-05-24,TMIN,170
MX000014066,2011-03-31,TMIN,87
MX000014066,2014-04-03,TMAX,333
MX000014066,2012-05-24,TMAX,334
MX000014066,2012-02-02,TMAX,251
MX000014066,2009-06-03,TMAX,340
MX000014066,2008-02-15,TMIN,34
MX000014066,2011-09-26,TMAX,294
MX000014066,2009-06-03,TMIN,137
MX000014066,2012-02-02,TMIN,85
MX000014066,2014-05-14,TMAX,328
MX000014066,2005-07-03,TMIN,155
MX000014066,2009-11-24,TMAX,258
MX000014066,2014-04-15,TMIN,115
MX000014066,2006-01-26,TMIN,85
MX000014066,2014-04-03,TMIN,105
MX000014066,2014-04-18,TMIN,130
MX000014066,2015-07-29,TMIN,143
MX000014066,2005-06-05,TMAX,363
MX000014066,2006-01-25,TMAX,280
MX000014066,2013-02-21,TMIN,93
MX000014066,2013-02-21,TMAX,291
MX000014066,2011-08-21,TMAX,311
MX000014066,2011-04-14,TMIN,150
MX000014066,2011-04-14,TMAX,322
MX000014066,2010-03-30,TMAX,290
MX000014066,2012-10-29,TMIN,149
MX000014066,2012-10-29,TMAX,298
MX000014066,2010-03-30,TMIN,90
MX000014066,2010-09-29,TMAX,280
MX000014066,2012-04-16,TMAX,321
MX000014066,2014-03-15,TMAX,312
MX000014066,2014-06-18,TMAX,304
MX000014066,2015-12-03,TMIN,119
MX000014066,2014-06-18,TMIN,175
MX000014066,2015-07-29,TMAX,304
MX000014066,2010-09-29,TMIN,149
MX000014066,2009-08-21,TMIN,184
MX000014066,2013-11-30,TMIN,70
MX000014066,2009-08-21,TMAX,286
MX000014066,2014-05-06,TMIN,148
MX000014066,2013-11-30,TMAX,252
MX000014066,2011-09-16,TMIN,170
MX000014066,2011-02-28,TMAX,316
MX000014066,2012-08-23,TMIN,170
MX000014066,2011-02-28,TMIN,80
MX000014066,2015-06-13,TMIN,162
MX000014066,2014-03-15,TMIN,95
MX000014066,2012-04-16,TMIN,95
MX000014066,2011-08-21,TMIN,155
MX000014066,2014-04-15,TMAX,344
MX000014066,2011-11-07,TMIN,99
MX000014066,2013-12-13,TMIN,97
MX000014066,2011-08-12,TMIN,155
MX000014066,2011-09-20,TMAX,296
MX000014066,2009-01-20,TMIN,85
MX000014066,2011-05-05,TMIN,135
MX000014066,2013-05-07,TMAX,339
MX000014066,2011-12-19,TMAX,264
MX000014066,2006-11-25,TMIN,35
MX000014066,2008-10-03,TMAX,264
MX000014066,2008-10-17,TMIN,140
MX000014066,2006-11-25,TMAX,242
MX000014066,2008-03-19,TMAX,280
MX000014066,2008-03-19,TMIN,83
MX000014066,2012-04-20,TMAX,318
MX000014066,2013-09-20,TMAX,294
MX000014066,2013-08-17,TMIN,152
MX000014066,2011-08-24,TMIN,165
MX000014066,2013-08-17,TMAX,306
MX000014066,2008-10-17,TMAX,289
MX000014066,2013-09-20,TMIN,182
MX000014066,2013-08-20,TMAX,300
MX000014066,2015-12-30,TMIN,69
MX000014066,2011-04-11,TMIN,110
MX000014066,2015-05-20,TMAX,334
MX000014066,2013-06-20,TMIN,175
MX000014066,2011-12-11,TMIN,76
MX000014066,2014-12-27,TMAX,244
MX000014066,2013-05-07,TMIN,115
MX000014066,2011-12-19,TMIN,83
MX000014066,2012-05-11,TMAX,315
MX000014066,2012-05-11,TMIN,120
MX000014066,2008-10-03,TMIN,87
MX000014066,2011-04-11,TMAX,340
MX000014066,2011-08-24,TMAX,288
MX000014066,2007-11-12,TMAX,270
MX000014066,2007-11-12,TMIN,93
MX000014066,2010-06-10,TMAX,350
MX000014066,2015-05-30,TMAX,314
MX000014066,2015-05-30,TMIN,150
MX000014066,2011-08-22,TMIN,155
MX000014066,2006-11-18,TMAX,265
MX000014066,2006-11-18,TMIN,95
MX000014066,2014-06-04,TMIN,165
MX000014066,2014-06-04,TMAX,324
MX000014066,2006-10-13,TMAX,284
MX000014066,2006-10-13,TMIN,160
MX000014066,2007-09-13,TMIN,161
MX000014066,2011-12-11,TMAX,263
MX000014066,2013-05-15,TMIN,150
MX000014066,2012-04-20,TMIN,113
MX000014066,2006-06-12,TMIN,160
MX000014066,2011-04-29,TMIN,150
MX000014066,2011-04-29,TMAX,340
MX000014066,2011-09-20,TMIN,160
MX000014066,2012-08-18,TMIN,160
MX000014066,2011-10-16,TMAX,283
MX000014066,2011-10-19,TMAX,296
MX000014066,2011-05-05,TMAX,320
MX000014066,2011-10-19,TMIN,109
MX000014066,2014-07-21,TMAX,301
MX000014066,2012-09-22,TMIN,140
MX000014066,2013-12-06,TMAX,274
MX000014066,2011-08-15,TMIN,160
MX000014066,2012-04-03,TMAX,292
MX000014066,2011-08-15,TMAX,288
MX000014066,2010-03-26,TMIN,66
MX000014066,2010-06-10,TMIN,164
MX000014066,2012-08-18,TMAX,298
MX000014066,2011-08-22,TMAX,295
MX000014066,2010-07-28,TMAX,285
MX000014066,2012-04-05,TMAX,319
MX000014066,2011-10-30,TMAX,286
MX000014066,2012-01-27,TMAX,253
MX000014066,2011-11-09,TMAX,277
MX000014066,2011-10-16,TMIN,105
MX000014066,2014-04-12,TMAX,342
MX000014066,2011-11-09,TMIN,100
MX000014066,2011-09-17,TMIN,170
MX000014066,2007-12-14,TMAX,270
